HLS,"Healthsouth Corp.",NYSE,True,32.18
NTAP,"Netapp",NASDAQ,True,42.03
IOC,"Interoil Corp",NYSE,True,74.10
BNS,"Bank Of Nova Scotia",NYSE,True,56.41
ANCX,"Access National Corp.",NASDAQ,True,15.26
VG,"Vonage Holdings",NYSE,True,3.25
TDY,"Teledyne Technologies Inc.",NYSE,True,79.98
SWC,"Stillwater Mining Company",NYSE,True,12.25
ASTX,"Astex Pharmaceuticals Inc",NASDAQ,True,5.15
HPF,"John Hancock Pfd II",NYSE,True,18.50
ASTE,"Astec Industries",NASDAQ,True,34.50
JRS,"Nuveen Real Estate Fund",AMEX,True,10.76
GENC,"Gencor Industries Inc.",NASDAQ,False,7.86
LO,"Lorillard Inc",NYSE,True,42.51
PLCC,"Paulson Capital",NASDAQ,True,1.20
SIMO,"Silicon Motion Technology Corp.",NASDAQ,True,11.18
STO,"Statoil Asa",NYSE,True,21.72
OPHC,"Optimumbank Holdings",NASDAQ,True,1.47
DFS,"Discover Financial Services",NYSE,True,49.58
GTI,"Graftech International Ltd",NYSE,True,7.58
MDRX,"Allscripts Healthcare Solutions",NASDAQ,True,14.84
ANIK,"Anika Therapeutics Inc.",NASDAQ,True,22.88
IART,"Integra Lifesciences Holdings Corp.",NASDAQ,True,41.17
SINO,"Sino-Global Shipping America",NASDAQ,False,1.80
DCM,"Ntt Docomo Inc",NYSE,True,15.75
AAV,"Advantage Oil & Gas Ltd",NYSE,False,3.73
HDNG,"Hardinge",NASDAQ,True,14.81
ADC,"Agree Realty Corp.",NYSE,True,28.08
HILL,"Dot Hill Systems Corp.",NASDAQ,True,2.40
ALEX,"Alexander And Baldwin Inc",NYSE,True,38.09
RPRX,"Repros Therapeutics Inc.",NASDAQ,False,18.91
NTL,"Nortel Inversora Sa ADR",NYSE,True,18.12
UNS,"Unisource Energy Corp.",NYSE,True,47.80
HHS,"Harte-Hanks",NYSE,True,9.10
ALTI,"Altair Nanotechnologies Inc.",NASDAQ,True,2.17
RNET,"Rignet",NASDAQ,True,27.01
NOAH,"Noah Holdings Ltd",NYSE,False,17.59
ATRM,"Aetrium Inc.",NASDAQ,True,0.43
HWBK,"Hawthorn Bancshares",NASDAQ,False,13.53
THS,"Treehouse Foods",NYSE,False,68.15
IBKR,"Interactive Brokers Group",NASDAQ,False,17.17
JAH,"Jarden Corp.",NYSE,True,45.91
NAII,"Natural Alternatives International",NASDAQ,True,5.08
AVIV,"Aviv REIT Inc. Common Stock",NYSE,False,23.70
IHS,"Ihs Inc.",NYSE,True,109.25
BZH,"Beazer Homes USA",NYSE,True,16.50
MAS,"Masco Corp.",NYSE,True,19.08
ACHN,"Achillion Pharmaceuticals",NASDAQ,False,6.71
WPZ,"Williams Partners L.P.",NYSE,True,48.80
MAT,"Mattel",NASDAQ,True,42.03
BR,"Broadridge Financial Solutions Llc",NYSE,True,30.53
MPX,"Marine Products Corp.",NYSE,False,8.48
ARAY,"Accuray Incorporated",NASDAQ,True,6.25
RICK,"Rick's Cabaret International",NASDAQ,True,9.18
AMGN,"Amgen Inc.",NASDAQ,True,105.76
SCOK,"Sinocoking Coal And Coke Chemical Industries In",NASDAQ,True,1.40
CSU,"Capital Senior Living Corp.",NYSE,True,20.53
H,"Hyatt Hotels Corp.",NYSE,True,45.03
ARG,"Airgas",NYSE,True,101.71
SMP,"Standard Motor Products",NYSE,True,30.83
REV,"Revlon",NYSE,True,24.30
KMP,"Kinder Morgan Energy Partners L.P.",NYSE,True,82.00
BPZ,"Bpz Resources Inc",NYSE,False,2.26
MEAS,"Measurement Specialties",NASDAQ,True,46.18
BWINB,"Baldwin & Lyons",NASDAQ,True,24.12
ANV,"Allied Nevada Gold Corp",AMEX,True,4.65
ALG,"Alamo Group",NYSE,True,45.01
FBHS,"Fortune Brands Home & Security",NYSE,False,37.85
DOM,"Dominion Resources Black Warrior",NYSE,True,4.72
LVS,"Las Vegas Sands",NYSE,True,56.64
FXCB,"Fox Chase Bancorp",NASDAQ,False,16.89
LTBR,"Lightbridge Corp.",NASDAQ,True,1.88
AZN,"Astrazeneca Plc",NYSE,True,49.71
GOL,"Gol Linhas Aereas Inteligentes S.A.",NYSE,True,3.64
ECPG,"Encore Capital Group Inc",NASDAQ,True,44.09
EPAY,"Bottomline Technologies",NASDAQ,True,30.02
AHS,"Amn Healthcare Services Inc",NYSE,True,14.47
AQQ,"American Spectrum Realty",AMEX,True,2.29
WBK,"Westpac Banking Corp.",NYSE,True,143.49
SKH,"Skilled Healthcare Group",NYSE,False,5.05
NEWS,"Newstar Financial",NASDAQ,False,14.02
STV,"China Digital Tv Holding Co.",NYSE,True,1.59
DWRE,"Demandware Inc.",NYSE,False,45.63
MDP,"Meredith Corp.",NYSE,True,44.56
ABTL,"Autobytel Inc.",NASDAQ,True,6.35
LNG,"Cheniere Energy",AMEX,True,27.07
LEG,"Leggett & Platt Inc.",NYSE,True,29.86
NMI,"Nuveen Muni",NYSE,True,9.78
TOWN,"Towne Bank",NASDAQ,False,14.78
PACB,"Pacific Biosciences Of California",NASDAQ,True,3.65
AIQ,"Alliance Healthcare Services",NASDAQ,False,21.99
COL,"Rockwell Collins",NYSE,True,72.96
NTRI,"Nutrisystem Inc",NASDAQ,True,12.95
TESS,"Tessco Technologies Inc.",NASDAQ,True,31.18
HWG,"Hallwood Group Inc.",AMEX,False,9.55
BAX,"Baxter International Inc.",NYSE,True,72.33
GCOM,"Globecomm Systems Inc.",NASDAQ,True,13.63
DYSL,"Dynasil Corporation Of America",NASDAQ,True,0.72
AGIO,"Agios Pharmaceuticals Inc.",NASDAQ,False,32.18
AGYS,"Agilysys",NASDAQ,True,11.28
DLLR,"Dollar Financial",NASDAQ,True,15.96
REFR,"Research Frontiers Inc.",NASDAQ,True,4.30
INOC,"Innotrac Corp.",NASDAQ,True,4.23
AAME,"Atlantic American Corp.",NASDAQ,False,3.82
TSH,"Teche Holding Company",AMEX,True,45.06
MCO,"Moody's Corp.",NYSE,True,64.35
DTF,"Duff & Phelps Utilities Tax-Free Income",NYSE,True,13.79
REDF,"Rediff.Com India Limited",NASDAQ,True,2.48
NSLP,"New Source Energy Partners L.P",NYSE,False,19.95
RGCO,"Rgc Resources Inc.",NASDAQ,True,18.48
NAK,"Northern Dynasty Minerals",AMEX,True,2.17
ONFC,"Oneida Financial",NASDAQ,True,14.39
QUIK,"Quicklogic Corp.",NASDAQ,True,2.54
CRMT,"America's Car-Mart",NASDAQ,True,42.68
AMBC,"Ambac Financial Group Inc.",NASDAQ,False,23.86
TITN,"Titan Machinery Inc.",NASDAQ,True,17.70
MHR,"Magnum Hunter Resources Corp.",NYSE,True,4.12
HH,"Hooper Holmes",AMEX,True,0.38
UFPI,"Universal Forest Products",NASDAQ,True,38.68
AEHR,"Aehr Test Systems",NASDAQ,True,1.73
ORIG,"Ocean Rig Udw Inc.",NASDAQ,True,17.73
HA,"Hawaiian Holdings",NASDAQ,False,7.11
APD,"Air Products And Chemicals",NYSE,True,101.44
ARC,"American Reprographics Company",NYSE,False,5.06
FPP,"Fieldpoint Petroleum Corp.",AMEX,True,4.57
HOMB,"Home Bancshares",NASDAQ,False,27.14
EMKR,"Emcore Corp.",NASDAQ,True,3.90
ORLY,"O'Reilly Automotive",NASDAQ,True,123.18
MHK,"Mohawk Industries",NYSE,True,122.09
CUI,"Cui Global Inc",NASDAQ,False,5.79
HUM,"Humana Inc.",NYSE,True,91.39
BDC,"Belden Inc",NYSE,False,57.48
IGOI,"Igo Inc",NASDAQ,True,3.53
ERS,"Empire Res Inc",NASDAQ,False,4.30
LGI,"Lazard Global Total Return And",NYSE,False,16.32
LGCY,"Legacy Reserves Lp",NASDAQ,False,26.89
DWSN,"Dawson Geophysical Company",NASDAQ,True,35.51
SMFG,"Sumitomo Mitsui Financial Group Inc",NYSE,True,9.21
CTO,"Consolidated-Tomoka Land Co.",AMEX,True,36.90
KEP,"Korea Electric Power Corp.",NYSE,True,13.26
ISNS,"Image Sensing Systems",NASDAQ,True,7.01
DFT,"Dupont Fabros Technology",NYSE,True,22.51
KMT,"Kennametal Inc.",NYSE,True,43.57
HSY,"Hershey Foods Corp.",NYSE,True,95.41
AAWW,"Atlas Air Worldwide Holdings",NASDAQ,False,43.92
SBSI,"Southside Bancshares",NASDAQ,True,25.02
HPT,"Hospitality Properites Trust",NYSE,True,27.64
RMBS,"Rambus",NASDAQ,True,8.59
PRTS,"U.S. Auto Parts Network",NASDAQ,True,0.97
PNK,"Pinnacle Entertainment",NYSE,True,21.93
EMCI,"Emc Insurance Group",NASDAQ,True,28.09
ABIO,"Arca Biopharma",NASDAQ,True,1.33
LCAV,"Lca-Vision Inc.",NASDAQ,True,3.89
AMID,"American Midstreampartners Lp",NYSE,False,20.25
HIFS,"Hingham Institution For Savings",NASDAQ,True,70.67
SEAC,"Seachange International",NASDAQ,True,11.00
MAA,"Mid-America Apartment Communities",NYSE,True,62.35
RIMG,"Rimage Corp.",NASDAQ,True,10.65
HRS,"Harris Corp.",NYSE,True,56.93
INFN,"Infinera Corp.",NASDAQ,True,10.43
FES,"Forbes Energy Svcs",NASDAQ,False,4.45
SM,"Sm Energy Company",NYSE,True,67.53
UNAM,"Unico American Corp.",NASDAQ,True,12.20
NAV,"Navistar International Corp.",NYSE,True,33.20
WMK,"Weis Markets",NYSE,True,48.45
STL,"Sterling Bancorp",NYSE,True,13.72
ACIW,"Aci Worldwide",NASDAQ,False,49.50
CHYR,"Chyron Corp.",NASDAQ,False,1.70
AMRE,"Amreit Inc.",NYSE,False,18.11
STN,"Stantec Inc",NYSE,True,47.71
AWAY,"Homeaway Inc.",NASDAQ,False,30.20
DVAX,"Dynavax Technologies Corp.",NASDAQ,True,1.36
PHII,"Phi Inc",NASDAQ,False,35.84
EGAN,"Egain Comm Cp",NASDAQ,True,11.34
DGX,"Quest Diagnostics Inc.",NYSE,True,58.83
DGSE,"Dgse Companies Inc. Common Sto",AMEX,False,2.27
DSS,"Document Security Systems",AMEX,False,1.51
CHDN,"Churchill Downs Inc.",NASDAQ,True,81.25
KID,"Kid Brands",NYSE,False,1.42
BMJ,"Birks & Mayors Inc.",AMEX,True,2.17
RVBD,"Riverbed Technology",NASDAQ,True,16.66
XRSC,"Xrs Corp.",NASDAQ,False,2.37
ENOC,"Enernoc",NASDAQ,False,15.40
DAL,"Delta Air Lines Inc.",NYSE,True,19.53
EPM,"Evolution Petroleum Corp.",AMEX,False,11.47
SQM,"Sociedad Quimica Y Minera S.A.",NYSE,True,28.10
EPD,"Enterprise Products Partners L.P.",NYSE,True,59.80
ANGI,"Angie's List Inc.",NASDAQ,False,23.01
ASRV,"Ameriserv Financial Inc.",NASDAQ,True,3.05
NUV,"Nuveen Muni Value Fund",NYSE,True,8.92
NES,"Nuverra Environmental Solutions Inc.",NYSE,False,2.92
RDN,"Radian Group Inc.",NYSE,True,12.99
BHI,"Baker Hughes Inc.",NYSE,True,47.34
SSRI,"Silver Standard Resources Inc",NASDAQ,True,9.34
ZAGG,"Zagg Inc.",NASDAQ,False,4.80
CMA,"Comerica Inc.",NYSE,True,41.90
ASM,"Avino Silver & Gold",AMEX,True,1.19
BLT,"Blount International",NYSE,True,11.94
SIRI,"Sirius Xm Radio Inc.",NASDAQ,True,3.69
CTB,"Cooper Tire & Rubber Company",NYSE,True,32.40
HCOM,"Hawaiian Telcom Hold",NASDAQ,True,26.01
LFL,"Latam Airlines Group Sa",NYSE,True,12.29
NHC,"National Healthcare Corp.",AMEX,False,46.95
SCSS,"Select Comfort Corp.",NASDAQ,True,21.99
PHMD,"Photomedex",NASDAQ,True,14.70
MANU,"Manchester United Ltd.",NYSE,True,17.39
FBP,"First Bancorp.",NYSE,True,6.76
AEL,"American Equity Investment Life",NYSE,True,19.27
ENI,"Enersis S A",NYSE,True,15.93
WM,"Waste Management",NYSE,True,41.85
HMIN,"Home Inns & Hotels Management Inc.",NASDAQ,True,32.86
JBLU,"Jetblue Airways Corp.",NASDAQ,True,6.24
TMS,"Tms International Corp.",NYSE,True,15.37
ADHD,"Alcobra Ltd.",NASDAQ,False,13.96
SWSH,"Swisher Hygiene",NASDAQ,True,0.87
PNC,"Pnc Bank",NYSE,True,74.92
CNQ,"Canadian Natural Resources",NYSE,True,30.39
VSR,"Versar",AMEX,True,5.08
SNDK,"Sandisk Corp.",NASDAQ,True,55.94
CRVP,"Crystal Rock Holdings",AMEX,False,0.85
LSCC,"Lattice Semiconductor Corp.",NASDAQ,True,4.86
LRY,"Liberty Property Trust",NYSE,True,35.39
OMED,"Oncomed Pharmaceuticals Inc.",NASDAQ,False,18.89
AWH,"Allied World Assurance Company",NYSE,False,93.02
WFD,"Westfield Financial",NASDAQ,False,6.79
BDE,"Black Diamond",NASDAQ,True,10.46
CL,"Colgate-Palmolive Company",NYSE,True,59.81
FMFC,"First M & F Corp.",NASDAQ,True,16.50
TRIB,"Trinity Biotech Plc",NASDAQ,True,20.08
JXSB,"Jacksonville Bancorp Inc.",NASDAQ,False,19.75
HMG,"Hmg/Courtland Properties",AMEX,False,19.40
MFRM,"Mattress Firm Holding Corp.",NASDAQ,False,39.91
EXPR,"Express",NYSE,False,20.72
DGIT,"Dg Fastchannel",NASDAQ,True,12.47
BIOA,"Bioamber Inc.",NYSE,False,4.76
DK,"Delek US Holdings",NYSE,True,28.58
SAVE,"Spirit Airlines Inc.",NASDAQ,False,30.94
KIPO,"Keating Capital Inc.",NASDAQ,False,6.28
PETX,"Aratana Therapeutics Inc.",NASDAQ,False,9.00
TYL,"Tyler Technologies",NYSE,True,73.25
AINV,"Apollo Investment Corp.",NASDAQ,True,7.83
METR,"Metro Bancorp Inc",NASDAQ,True,20.68
CBPO,"China Biologic Products",NASDAQ,False,23.46
RIC,"Richmont Mines",AMEX,True,1.76
CNBKA,"Century Bancorp",NASDAQ,True,34.55
SYMX,"Synthesis Energy Systems",NASDAQ,True,0.80
VHI,"Valhi",NYSE,True,19.54
CPHC,"Canterbury Park Holding Corp.",NASDAQ,True,10.64
SYX,"Systemax Inc.",NYSE,True,9.18
SF,"Stifel Financial Corp.",NYSE,True,39.05
OILT,"Oiltanking Partners L.P.",NYSE,False,48.78
HNT,"Health Net Inc.",NYSE,True,30.20
NCQ,"Novacopper Inc. Common Stock",AMEX,False,1.96
SCCO,"Southern Peru Copper Corp.",NYSE,True,29.40
THST,"Truett-Hurst Inc.",NASDAQ,False,5.31
CBOE,"CBOE Holdings",NASDAQ,False,47.91
DEL,"Deltic Timber Corp.",NYSE,True,62.07
OSK,"Oshkosh Truck Corp.",NYSE,True,45.65
CDE,"Coeur D'Alene Mines Corp.",NYSE,True,16.27
TSYS,"Telecommunication Systems",NASDAQ,True,2.59
PEP,"Pepsico",NYSE,True,80.91
TRAK,"Dealertrack Holdings",NASDAQ,True,40.18
FMNB,"Farmers Natl Banc Corp Oh",NASDAQ,False,6.24
SSNC,"SS&C Technologies Holdings",NASDAQ,True,34.91
STON,"Stonemor Partners L.P.",NYSE,True,23.40
SILC,"Silicom Ltd",NASDAQ,True,30.43
LPDX,"Liposcience Inc.",NASDAQ,False,5.20
CSWC,"Capital Southwest Corp.",NASDAQ,True,34.26
SKT,"Tanger Factory Outlet Centers",NYSE,True,31.04
DUK,"Duke Energy Corp.",NYSE,True,67.91
DM,"Dolan Company",NYSE,False,2.07
TRS,"Trimas Corp.",NASDAQ,False,37.41
AAPL,"Apple Inc.",NASDAQ,True,497.91
WPRT,"Westport Innovations Inc",NASDAQ,True,27.66
KWK,"Quicksilver Resources Inc.",NYSE,True,1.64
NXTM,"Nxstage Medical",NASDAQ,False,12.67
RPT,"Ramco-Gershenson Properties Trust",NYSE,True,14.95
BRT,"Brt Realty Trust",NYSE,True,7.03
ACG,"Alliancebernstein Income Fund Inc",NYSE,True,6.94
VGR,"Vector Group Ltd",NYSE,True,16.16
JOUT,"Johnson Outdoors Inc.",NASDAQ,True,24.75
BIE,"Blackrock Muni Bond Investment Trust",NYSE,True,12.71
PCF,"Putnam High Income Bond Fund",NYSE,True,7.69
MICT,"Micronet Enertec Technologies Inc.",NASDAQ,True,5.20
JTA,"Nuveen Tax-Advantaged Total Return",NYSE,False,13.21
FULT,"Fulton Financial Corp.",NASDAQ,True,12.46
TLAB,"Tellabs",NASDAQ,True,2.30
MDSO,"Medidata Solutions",NASDAQ,False,84.67
CFFI,"C&F Financial Corp.",NASDAQ,True,53.29
ELX,"Emulex Corp.",NYSE,True,7.57
DLB,"Dolby Laboratories",NYSE,True,33.01
ENTR,"Entropic Communications",NASDAQ,False,3.87
XTEX,"Crosstex Energy L.P.",NASDAQ,True,18.85
PGC,"Peapack-Gladstone Financial Corp.",NASDAQ,False,16.91
STNG,"Scorpio Tankers Inc.",NYSE,False,9.75
SHOS,"Sears Hometown And Outlet Store",NASDAQ,False,40.25
PBIB,"Porter Bancorp",NASDAQ,False,1.61
AMTD,"TD Ameritrade Holding Corp.",NYSE,True,26.34
SYNT,"Syntel",NASDAQ,True,71.46
AVGO,"Avago Technologies",NASDAQ,True,36.02
APP,"American Apparel Inc",AMEX,True,1.75
BWC,"Babcock & Wilcox Company",NYSE,True,30.24
STC,"Stewart Information Services Corp.",NYSE,True,30.64
RSTI,"Rofin-Sinar Technologies",NASDAQ,True,23.51
FWM,"Fairway Group Holdings Corp.",NASDAQ,False,22.82
FCCY,"1St Constitution Bancorp [Nj]",NASDAQ,True,9.85
RM,"Regional Managment Corp",NYSE,False,27.88
ISCA,"International Speedway Corp.",NASDAQ,True,31.76
DXLG,"Casual Male Retail Group",NASDAQ,False,5.91
EXP,"Eagle Materials Inc",NYSE,True,65.15
SRDX,"Surmodics",NASDAQ,True,21.45
GRH,"Greenhunter Energy Inc",AMEX,True,1.01
RDWR,"Radware Ltd",NASDAQ,True,14.96
SHOO,"Steven Madden",NASDAQ,True,53.08
NBS,"Neostem",NASDAQ,False,7.16
LYTS,"Lsi Industries Inc.",NASDAQ,True,7.47
PEB,"Pebblebrook Hotel Trust",NYSE,True,27.10
TDC,"Teradata Corp.",NYSE,False,61.86
SAH,"Sonic Automotive",NYSE,True,24.07
NFSB,"Newport Bancorp",NASDAQ,False,17.24
VIAS,"Viasystems Group",NASDAQ,True,15.10
AAP,"Advance Auto Parts Inc",NYSE,True,81.88
BKW,"Burger King Worldwide",NYSE,True,19.38
PTN,"Palatin Technologies",AMEX,True,0.65
SPRT,"Support.Com",NASDAQ,True,5.53
NFG,"National Fuel Gas Company",NYSE,True,65.84
WRB,"W.R. Berkley Corp.",NYSE,False,41.84
IVC,"Invacare Corp.",NYSE,True,15.62
UBFO,"United Security Bancshares",NASDAQ,True,4.30
DCT,"Dct Industrial Trust Inc",NYSE,False,7.03
IMUC,"Immunocellular Thera",AMEX,True,2.87
SBUX,"Starbucks Corp.",NASDAQ,True,70.74
OI,"Owens-Illinois",NYSE,True,30.13
TLK,"P.T. Telekomunikasi Indonesia Tbk.",NYSE,True,45.57
SIM,"Grupo Simec S.A. De C.V.",AMEX,True,12.27
DYN,"Dynegy Inc",NYSE,True,19.54
HOME,"Home Federal Bancorp",NASDAQ,False,13.79
MPC,"Marathon Petroleum Corporation",NYSE,True,70.67
SPEX,"Spherix Inc.",NASDAQ,True,13.87
MLHR,"Herman Miller",NASDAQ,True,27.45
ESE,"Esco Technologies Inc.",NYSE,True,30.77
BBD,"Banco Bradesco Sa",NYSE,True,12.45
RBY,"Rubicon Minerals Corp",AMEX,True,1.72
BSBR,"Banco Santander Brasil Sa",NYSE,False,5.86
DSU,"Blackrock Debt Strategies Fund",NYSE,True,3.94
BSAC,"Banco Santander-Chile Ads",NYSE,False,23.62
RELV,"Reliv International Inc",NASDAQ,True,2.38
WWE,"World Wrestling Entertainment",NYSE,True,10.00
ATML,"Atmel Corp.",NASDAQ,True,7.57
UMPQ,"Umpqua Holdings Corp.",NASDAQ,True,16.74
MYF,"Blackrock Muniyield Investment Fund",NYSE,True,12.78
EJ,"E-House [China] Holdings",NYSE,True,6.33
SODA,"Sodastream International Ltd",NASDAQ,True,63.55
BRO,"Brown & Brown",NYSE,True,32.37
SGA,"Saga Communications",AMEX,True,48.00
NILE,"Blue Nile",NASDAQ,False,37.64
TPI,"Tianyin Pharmaceutical Co.",AMEX,True,0.67
USU,"Usec Inc.",NYSE,True,17.97
MYL,"Mylan Inc.",NASDAQ,False,36.20
CRV,"Coast Distribution System",AMEX,True,3.53
WRI,"Weingarten Realty Investors",NYSE,True,30.19
BANF,"Bancfirst Corp.",NASDAQ,True,52.96
BAGL,"Einstein Noah Restaurant Group",NASDAQ,False,16.17
AXL,"American Axle & Manufacturing",NYSE,True,19.74
GY,"Gencorp Inc.",NYSE,True,15.90
CRWN,"Crown Media Holdings",NASDAQ,True,2.98
CBIN,"Community Bank Shares Of Indiana",NASDAQ,True,18.39
ETRM,"Enteromedics Inc.",NASDAQ,False,1.04
PPT,"Putnam Premier Income Trust",NYSE,False,5.28
LAMR,"Lamar Advertising Company",NASDAQ,True,43.47
LAKE,"Lakeland Industries",NASDAQ,True,4.35
BMR,"Biomed Realty Trust",NYSE,False,18.59
MEMS,"Memsic",NASDAQ,False,4.16
SSNI,"Silver Spring Networks Inc. Co",NYSE,False,23.07
GLCH,"Gleacher & Company",NASDAQ,True,13.84
ENL,"Reed Elsevier Nv",NYSE,True,37.24
ZINC,"Horsehead Holding",NASDAQ,False,12.19
SLP,"Simulations Plus",NASDAQ,True,4.79
CCH,"Coca Cola Hellenic Bottling Co",NYSE,True,27.87
WNC,"Wabash National Corp.",NYSE,True,10.31
EVBN,"Evans Bancorp",AMEX,False,19.00
ZEP,"Zep Inc.",NYSE,False,14.00
SBH,"Sally Beauty Holdings",NYSE,True,27.00
ESL,"Esterline Technologies Corp.",NYSE,True,79.85
IMMY,"Imprimis Pharmaceuticals Inc.",NASDAQ,False,6.68
EDN,"Empresa Distribuidora Y Comercializadora",NYSE,False,2.07
RCKY,"Rocky Brands",NASDAQ,True,18.63
MJN,"Mead Johnson Nutrition Company",NYSE,True,76.35
SQNM,"Sequenom",NASDAQ,True,2.98
INWK,"Innerworkings",NASDAQ,True,10.74
PESI,"Perma-Fix Environmental Services",NASDAQ,True,0.49
MASC,"Material Sciences Corp.",NASDAQ,False,9.91
CTRP,"Ctrip.Com International",NASDAQ,True,45.00
TUC,"Mac-Gray Corp.",NYSE,True,15.01
CZFC,"Citizens First Corp.",NASDAQ,False,9.19
DEPO,"Depomed",NASDAQ,True,6.81
K,"Kellogg Company",NYSE,True,64.46
GRMN,"Garmin Ltd",NASDAQ,True,38.28
BPOP,"Popular",NASDAQ,True,33.44
FFBC,"First Financial Bancorp.",NASDAQ,True,16.12
HMNY,"Helios & Matheson North America Inc.",NASDAQ,False,5.30
FTK,"Flotek Industries",NYSE,True,19.06
PACR,"Pacer International",NASDAQ,True,6.05
POL,"Polyone Corp.",NYSE,True,28.10
SGC,"Superior Uniform Group",NASDAQ,False,12.30
HTWO,"Hf2 Financial Management Inc.",NASDAQ,False,10.12
DDD,"3D Systems Corp.",NYSE,True,46.26
YUME,"Yume Inc.",NYSE,False,8.90
KMPR,"Unitrin",NYSE,False,34.91
PBCP,"Polonia Bancorp [Pa]",NASDAQ,False,9.80
SCBT,"Scbt Financial Corp.",NASDAQ,False,54.33
TKC,"Turkcell Iletisim Hizmetleri As",NYSE,True,15.19
KNM,"Konami Corp.",NYSE,True,22.84
CPRT,"Copart",NASDAQ,True,32.56
SVBL,"Silver Bull Resources Inc",AMEX,True,0.36
BBW,"Build-A-Bear Workshop",NYSE,True,7.01
VCLK,"Valueclick",NASDAQ,True,21.55
EXH,"Exterran Holdings",NYSE,False,28.28
VCI,"Valassis Communications",NYSE,True,27.89
TGT,"Target Corp.",NYSE,True,69.08
LPSB,"Laporte Bancorp",NASDAQ,False,10.50
AXR,"Amrep Corp.",NYSE,True,10.39
MGT,"Mgt Capital Investments Inc",AMEX,False,4.03
NXR,"Nuveen Tax Free Income Portfolio III",NYSE,True,12.23
WLB,"Westmoreland Coal Company",NASDAQ,False,12.78
SHOR,"Shoretel",NASDAQ,False,4.44
SNH,"Senior Housing Properties Trust",NYSE,True,23.40
CELG,"Celgene Corp.",NASDAQ,True,133.51
CEP,"Constellation Energy Partners Llc",AMEX,True,2.15
CNET,"Chinanet Online Holdings",NASDAQ,True,0.60
HRG,"Harbinger Group Inc",NYSE,False,8.99
LGL,"Lgl Group",AMEX,True,5.34
BMO,"Bank Of Montreal",NYSE,True,62.15
EPB,"El Paso Pipeline Partners Lp",NYSE,True,41.97
CASY,"Caseys General Stores",NASDAQ,True,64.50
PLAB,"Photronics",NASDAQ,True,7.50
ELP,"Companhia Paranaense De Energia",NYSE,True,13.14
SRCE,"1St Source Corp.",NASDAQ,True,27.58
KTEC,"Key Technology",NASDAQ,True,14.02
NWY,"New York & Company",NYSE,False,5.67
CRH,"Crh Plc",NYSE,True,22.67
CNMD,"Conmed Corp.",NASDAQ,True,31.21
AXS,"Axis Capital Holdings",NYSE,True,42.51
MAN,"Manpower Inc",NYSE,True,66.75
ICEL,"Cellular Dynamics International",NASDAQ,False,13.31
ACTG,"Acacia Research Corp.",NASDAQ,True,22.04
COTY,"Coty Inc",NYSE,False,16.99
WBMD,"Webmd Health Corp",NASDAQ,True,32.11
MCHP,"Microchip Technology Inc.",NASDAQ,True,39.41
ITG,"Investment Technology Group",NYSE,True,15.51
XRA,"Exeter Resource Corp.",AMEX,True,1.04
WMC,"Western Asset Mortgage Capital",NYSE,True,15.83
KERX,"Keryx Biopharmaceuticals",NASDAQ,True,8.58
CHKR,"Chesapeake Granite Wash Trust",NYSE,True,14.18
GRVY,"Gravity Co.",NASDAQ,True,1.14
BLKB,"Blackbaud",NASDAQ,True,34.81
GE,"General Electric Company",NYSE,True,24.00
HBIO,"Harvard Bioscience",NASDAQ,True,5.04
PAMT,"Parametric Sound",NASDAQ,False,15.33
ESIO,"Electro Scientific Industries",NASDAQ,True,10.61
MFNC,"Mackinac Financial Corp.",NASDAQ,False,9.44
WSM,"Williams-Sonoma",NYSE,True,58.15
PFE,"Pfizer",NYSE,True,28.80
HFBL,"Home Federal Bancorp Inc. Of Louisiana",NASDAQ,False,17.48
GAM,"General American Investors",NYSE,True,32.96
MATW,"Matthews International Corp.",NASDAQ,True,38.70
OSIR,"Osiris Therapeutics",NASDAQ,True,19.76
CRNT,"Ceragon Networks Ltd",NASDAQ,True,3.40
ASH,"Ashland Inc.",NYSE,True,88.02
HZNP,"Horizon Pharma Inc.",NASDAQ,False,2.17
KWR,"Quaker Chemical Corp.",NYSE,True,68.17
CYTX,"Cytori Therapeutics Inc",NASDAQ,True,2.21
TGX,"Theragenics Corp.",NYSE,True,2.19
INN,"Summit Hotel Properties",NYSE,False,9.38
PTR,"Petrochina Company Limited",NYSE,True,118.25
STBA,"S&T Bancorp",NASDAQ,True,24.07
INFU,"Infusystems Holdings",AMEX,False,1.36
TX,"Ternium S.A.",NYSE,True,24.39
FARM,"Farmer Brothers Company",NASDAQ,True,14.52
ANAT,"American National Insurance",NASDAQ,True,110.20
ALXA,"Alexza Pharmaceuticals",NASDAQ,True,4.60
ELRC,"Electro Rent Corp.",NASDAQ,True,17.00
FCVA,"First Capital Bancorp Inc. [Va]",NASDAQ,False,3.61
SBRA,"Sabra Healthcare REIT",NASDAQ,False,23.91
KFY,"Korn/Ferry International",NYSE,True,18.94
FNHC,"21St Century Holding Company",NASDAQ,True,10.32
KELYA,"Kelly Services",NASDAQ,True,18.43
FORR,"Forrester Research",NASDAQ,True,34.18
TAL,"Tal International Group",NYSE,False,41.57
WHG,"Westwood Holdings Group Inc",NYSE,True,48.44
DNP,"Duff & Phelps Utilities Income",NYSE,True,9.92
GPL,"Great Panther Silver Limited",AMEX,True,1.20
